,descrip,price,envio,ciudad,otro1,otro2,benef,disponibles,stock,official,ventas,infoVentas,atencion,entrega,ventas,nopiniones,calificacion,vendedor,ubicacion,reviews,marca,modelo,descripcionExt
574,Botas Kumbre Elbrus Para Hombre,269.900,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla: 42,talla: 42,"Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",¡Último disponible!,Hay stock disponible,,"84
ventas en los últimos 4 meses.","84
ventas en los últimos 4 meses.",,"84
ventas en los últimos 4 meses.","84
ventas en los últimos 4 meses.",,,¿Qué quieres saber?,"Villamaria, Caldas",,"Género
Hombre",,"PROMOCIÓN PROMOCIÓN SOLO $225000 TALLA 42

Cuenta con las siguientes tecnologías: Waterproof (protección del pie al agua), Termal Sistem (botas térmicas hasta la planta del pie), inyección especializada de suela como la Vibram, Materiales de ultima calidad en capellada y espumas para que la bota sea muy liviana. Especial para senderismo, escalada y cualquier actividad extrema outdoor."
575,Botas De Seguridad Tipo Ingeniera Dieléctricas Raider Zipper,146.900,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
35
36
37
38
39","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(8 disponibles),Hay stock disponible,,"190
ventas en los últimos 4 meses.","190
ventas en los últimos 4 meses.",,"190
ventas en los últimos 4 meses.","190
ventas en los últimos 4 meses.",1 opinión,5,¿Qué quieres saber?,"Bucaramanga, Santander",,"Marca
ROBUSTA
Modelo
Raider",Género Hombre,"BOTAS PARA DAMA DE SEGURIDAD ROBUSTA RAIDER CUERO CON PUNTERA EN COMPOSITE DIELECTRICAS , RH ANTIESTATICAS. --- Ref.102500


SUELACOL JPJ TU MEJOR OPCION GOOGLE.


100% COLOMBIANAS Y CERTIFICADAS NORMAS NTC-ISO 20344, 20345 ;RESISTENCIA DIELECTRICA ASTMF2412 ; PUNTERA NORMA EN 12568-2010


GARANTIA: 4 MESES EN CONDICIONES NORMALES DE TRABAJO


DESCUENTOS ADICIONALES PARA DOTACIONES

DESCUENTO DEL 2% POR COMPRAS SUPERIORES A 12 UNIDADES IGUAL REFERENCIA.
DESCUENTO DEL 3% POR COMPRAS SUPERIORES A 36 UNIDADES IGUAL REFERENCIA.




METODO DE PAGO

VIA EFECTY O BANCOLOMBIA, SE RECOMIENDA HACER TRANSFERENCIA PARA EVITAR EL COSTO DE LA COMISION NACIONAL DE 12.500; EL COMPRADOR ASUME EL COSTO DEL ENVIO.

IMPORTANTE

PREGUNTA TODO LO QUE QUIERAS ANTES DE OFERTAR , UNA OFERTA ES UN COMPROMISO DE COMPRA Y DE NO HACERLA SERAS CALIFICADO EN FORMA NEGATIVA."
576,Botas En Caucho Impermeables Con Puntera De Acero Seguridad,125.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(33 disponibles),Hay stock disponible,,"199
ventas en los últimos 4 meses.","199
ventas en los últimos 4 meses.",,"199
ventas en los últimos 4 meses.","199
ventas en los últimos 4 meses.",1 opinión,4,¿Qué quieres saber?,"Medellín, Antioquia",,"Marca
Royal Argyl Safety",Género Hombre,"Botas en caucho vulcanizado con puntera de seguridad ref. ROYAL ARGYL SAFETY
Utilizadas para trabajo pesado."
577,Botas Mujer Ugg Australia Delaine Originales Invierno Lluvia,250.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
34
35
36
Guía de tallas","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(4 disponibles),Hay stock disponible,,"70
ventas en los últimos 4 meses.","70
ventas en los últimos 4 meses.",,"70
ventas en los últimos 4 meses.","70
ventas en los últimos 4 meses.",,,¿Qué quieres saber?,"Puente Aranda, Bogotá D.C.",,"Marca
UGG
Modelo
DELAINE",Género Mujer,"RECUERDA PREGUNTAR POR DISPONIBILIDAD DE TALLAS Y COLOR ANTES DE COMPRAR.


Botas UGG originales

Con tecnología waterproof, resistentes al agua y forradas internamente en peluche. Suela especialmente diseñada para la nieve y superficies difíciles, antideslizantes.


Disponible
Color negro talla 34 y 36

Envió gratis
garantía de dos meses por defecto de fabrica


*****INFORMACION IMPORTANTE – FAVOR LEER HASTA EL FINAL*****

**ÓRDENES:**
- A través de esta plataforma, sólo puedes adquirir un artículo por orden y están disponibles únicamente las tallas que aquí aparecen.

**LOGÍSTICA:**
- Nuestro tiempo de entrega es de 2 a 3 días hábiles para Bogotá, de 3 a 5 días hábiles para ciudades capitales y principales y de 6 a 11 días hábiles para ciudades remotas.
- Los envíos los realizamos a través de Servientrega.


**CAMBIOS O DEVOLUCIONES:**
- Para cambios o devoluciones, nos acogemos a las políticas de Mercado Libre. Complex Store no cubrirá los gastos de envío para cambios o devoluciones.
- Productos, stock y tiempos de entrega sujetos a cambios.
- Para cualquier ajuste a la orden, tales como cambios de talla o de referencia, contáctate con nosotros dentro de las 24 horas siguientes a la realización del pedido. En caso de no comunicarte dentro de este tiempo, Complex Store enviará la referencia solicitada inicialmente.

**GARANTÍA:**
- Ofrecemos una garantía de 60 días; esta cubre daños por defectos del material o errores en la fabricación (exceptuando prendas que, como especificado en su descripción, puedan presentar algún imperfecto menor de fábrica). NO cubre mala manipulación por parte del usuario.

**RETRACTO:**
- En caso de que ya no desees el producto recibido, puedes realizar la devolución del mismo en un periodo no mayor a 5 días, a partir de su entrega. Para ello, deberás asumir el costo del retorno a la dirección que se te indicará."
578,Botas Cuero Nacional Hombre Deportiva Impermeable - Miel,89.900,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla: 37,"talla: 37
Guía de tallas
El 60% opinó que la talla es como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",¡Último disponible!,Hay stock disponible,,"225
ventas en los últimos 4 meses.","225
ventas en los últimos 4 meses.",,"225
ventas en los últimos 4 meses.","225
ventas en los últimos 4 meses.",4 opiniones,4,¿Qué quieres saber?,"Armenia, Quindio",60%,"Marca
Boomerang
Modelo
883",Género Hombre,"Esta bota te brinda la mejor proteccion ante las lluvias son muy cómodas, con un peso aproximado de 1 kilo juntas, son tallaje Nacional el cual no tendrán ningún problema,el agua demora en ingresar de 3 a 5 horas como mínimo.

• 100% Cuero Nobuck hidrofugado (Repele el Agua).
• Suela en Caucho antideslizante.
• Manufactura Colombiana.
• Recomendada para Senderismo, Caminatas, Alpinismo, Montañismo, Trekking y actividades de máxima exigencia.También para uso formal.

Sku 883 Miel

Antes de la compra preguntar por disponibilidad de talla.

El Cambio de este producto es totalmente Gratis siempre te prestamos la mejor colaboración y compañía hasta obtener tu producto."
579,Botines Francheska De Mujer Tipo Rockeros,98.700,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
35
38
39
Al 100% le calzó como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(3 disponibles),Hay stock disponible,,"74
ventas en el último año.","74
ventas en el último año.",,"74
ventas en el último año.","74
ventas en el último año.",4 opiniones,5,¿Qué quieres saber?,"Itaguí, Antioquia",100%,"Marca
Baya Baya Store",Género Mujer,
580,Botas Mujer Zapatos Tenis Botines Hipermeables Frio Lluvia,109.900,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(34 disponibles),,,,,,,,,,¿Qué quieres saber?,"Ibagué, Tolima",,"Marca
Calidad
Modelo
1",Género Mujer,"-----Articulo Importado------
---Tiempo de entrega de 2 a 4 semanas----

Botas Mujer Zapatos Tenis Botines Hipermeables frio lluvia

Colores disponibles: Negro, Gris, Azul, Vino


Nota de tamaño:

Por favor, Elija el tamaño de Europeo Según la longitud de sus pies.
Si tu pie es ancho o grueso, elige una talla de calzado más grande.

Las medidas aparecen en las fotos, revizar y comparar.


Cualquier duda o pregunta favor real izarla en la parte de abajo, le daremos respuesta rapidamente."
581,Botas Caterpillar De Seguridad Con Puntera Dielectrica,189.999,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(698 disponibles),Hay stock disponible,,"118
ventas en los últimos 4 meses.","118
ventas en los últimos 4 meses.",,"118
ventas en los últimos 4 meses.","118
ventas en los últimos 4 meses.",,,¿Qué quieres saber?,"Girardot, Cundinamarca",,"Marca
Caterpillar
Modelo
C1",Género Hombre,"Bota Caterpillar con puntera de seguridad Dieléctrica, con punta hecha en fibra de carbono, resistente a ácidos de hidrocarburos tipo A y Tipo B, Con sistema confort en la plantilla.
talla de la 37 al 43"
582,Bota Masherland® Terra Outdoor X3 Verde,230.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción
Guía de tallas","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(203 disponibles),Hay stock disponible,Tienda oficial de Mercado Libre,,,,,,,,¿Qué quieres saber?,,,"Marca
Masherland®
Modelo
Terra Outdoor X3",Género Hombre,"* * * * *BOTA MASHERLAND* * * * *

Botas Terra x3 Caña media de 16 cm aproximadamente según talla, 100% en cuero traspasado de alto calibre, suela en caucho de alta resistencia y con puntera en caucho, Plantilla semi ortopédica de alta densidad y interior anti hongos.

Soporte interno de la plantilla fabricado en acero para un soporte superior
Los protectores internos del talón y de los dedos, son dos piezas termoplásticas moldeadas a medida y ambas brindan una comodidad instantánea y un buen soporte lateral. No son botas de seguridad, tampoco tienen puntera de seguridad.

Con esta bota siempre te verás bien y con mucho estilo en cualquier momento de tu jornada de trabajo.

DISEÑADAS PARA: Montaña y Trekking, casual."
583,Botas Ugg Australia Clasicas Mujer Original Invierno Peluche,250.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla: 35,"talla: 35
Guía de tallas","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(2 disponibles),Hay stock disponible,,"70
ventas en los últimos 4 meses.","70
ventas en los últimos 4 meses.",,"70
ventas en los últimos 4 meses.","70
ventas en los últimos 4 meses.",,,¿Qué quieres saber?,"Puente Aranda, Bogotá D.C.",,"Marca
UGG
Modelo
Clasico",Género Mujer,"Botas UGG originales

Disponibles talla: 5-6-
Color: negro - cafe(chocolate)

Ideales para invierno

Precio especial porque se entregan sin caja.

Envío gratis

*****INFORMACION IMPORTANTE – FAVOR LEER HASTA EL FINAL*****

**ÓRDENES:**
- A través de esta plataforma, sólo puedes adquirir un artículo por orden y están disponibles únicamente las tallas que aquí aparecen.

**LOGÍSTICA:**
- Nuestro tiempo de entrega es de 2 a 3 días hábiles para Bogotá, de 3 a 5 días hábiles para ciudades capitales y principales y de 5 a 7 días hábiles para ciudades remotas.
- Los envíos los realizamos a través de Servientrega.


**CAMBIOS O DEVOLUCIONES:**
- Para cambios o devoluciones, nos acogemos a las políticas de Mercado Libre. Complex Store no cubrirá los gastos de envío para cambios o devoluciones.
- Productos, stock y tiempos de entrega sujetos a cambios.
- Para cualquier ajuste a la orden, tales como cambios de talla o de referencia, contáctate con nosotros dentro de las 24 horas siguientes a la realización del pedido. En caso de no comunicarte dentro de este tiempo, Complex Store enviará la referencia solicitada inicialmente.

**GARANTÍA:**
- Ofrecemos una garantía de 60 días; esta cubre daños por defectos del material o errores en la fabricación (exceptuando prendas que, como especificado en su descripción, puedan presentar algún imperfecto menor de fábrica). NO cubre mala manipulación por parte del usuario.

**RETRACTO:**
- En caso de que ya no desees el producto recibido, puedes realizar la devolución del mismo en un periodo no mayor a 5 días, a partir de su entrega. Para ello, deberás asumir el costo del retorno a la dirección que se te indicará."
584,Botas Negras Para Hombre En Cuero Artur - Outletshop -,145.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción
Guía de tallas","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(38 disponibles),Hay stock disponible,,"353
ventas en los últimos 4 meses.","353
ventas en los últimos 4 meses.",,"353
ventas en los últimos 4 meses.","353
ventas en los últimos 4 meses.",3 opiniones,4,¿Qué quieres saber?,"Puente Aranda, Bogotá D.C.",,"Marca
Outlet Shop
Modelo
Artur negro",Género Hombre,"Botines 100% cuero, combinados con lona de la mejor calidad y cierre lateral. Hechos en Colombia. Nuestros estilos nacen de la idealización de entregar productos de uso cotidiano con una calidad alta y a un precio asequible para toda la comunidad. Buscamos impactar a nuestros clientes, guiados por la calidad y comodidad de nuestros productos para generar una relación constante, de largo plazo y en los mejores términos. Trabajamos en equipo y estamos seguros que por cada impacto en nuestros clientes, crearemos una relación sincera y difícil de romper.

Tabla de medidas*:

23 cm -> 37
24 cm -> 38
25 cm -> 39
26 cm -> 40
27 cm -> 41
28 cm -> 42
29 cm -> 43

*Medidas tomadas desde el talón hasta el dedo gordo, sin zapatos."
585,"Zapatos Hombre, Bota Deportiva Hombre, Envio Gratis",75.900,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción
Guía de tallas","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(17 disponibles),Hay stock disponible,,"377
ventas en los últimos 4 meses.","377
ventas en los últimos 4 meses.",,"377
ventas en los últimos 4 meses.","377
ventas en los últimos 4 meses.",,,¿Qué quieres saber?,"Cúcuta, Norte De Santander",,"Marca
Reebok
Modelo
bota",Género Hombre,"!BIENVENIDOS en nuestro campo de preguntas puedes PREGUNTAR todo lo que desees para solucionar cualquier duda o confirmar DISPONIBILIDAD

ATENCIÓN : a la hora de elegir la talla ten en cuenta que las tallas publicadas son NACIONALES no son en EUR *

TEN EN CUENTA: cuando se efectúe la compra se pondrá a tu disposición nuestro número de TELÉFONO, WHATSAPP, para que tengas una atención mas ¡PERSONALIZADA!


MEDIOS DE PAGO:

*MERCADO PAGO *
TODAS LAS TARJETAS DE CRÉDITO
TODAS LAS TARJETAS DÉBITO


ENVÍOS: HACEMOS ENVÍOS GRATIS A TODO EL PAÍS CON SERVICIO A DOMICILIO.

TIEMPO DE ENTREGA:
CIUDADES PRINCIPALES DE UNO A DOS DÍAS MÁXIMO
A NIVEL NACIONAL DE DOS HASTA 4 DÍAS DEPENDE UBICACIÓN

GARANTÍA...
*TODAS TUS COMPRAS ESTÁN 100% PROTEGIDAS POR MERCADO PAGO,
*NUESTROS PRODUCTOS SON DE LA MEJOR CALIDAD.
*3 MESES DE GARANTÍA POR PEGADO Y COSTURA .
*CUALQUIER INQUIETUD CON GUSTO LE ATENDEREMOS


ATENCIÓN: encuentra mas diseños en mas publicaciones del vendedor

!RECUERDE! para el proceso de garantía o cambio, es indispensable que primero se comunique a el número de celular que aparece en los datos del vendedor GRACIAS POR PREFERIRNOS.."
586,"Hermoso Botin Para Dama, Variados Colores +calidad",80.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
35
36
37
38
39
40
Guía de tallas","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(23 disponibles),Hay stock disponible,,"897
ventas en los últimos 4 meses.","897
ventas en los últimos 4 meses.",,"897
ventas en los últimos 4 meses.","897
ventas en los últimos 4 meses.",2 opiniones,3,¿Qué quieres saber?,"Cúcuta, Norte De Santander",,"Marca
dama
Modelo
botin",Género Mujer,"HERMOSOS BOTIN DE TACON COMODO Y ELEGANTE
VARIOS COLORES



MODELO: ZAPATOS PARA DAMAS
DISPONIBLE DESDE 35 HASTA 40
MATERIAL: EXCELENTE CALIDAD COLOMBIANA
COLORES: VARIADOS
EXCELENTE PRODUCCION NACIONAL

CAMILA STYLE FASHION

Su alternativa fashion a la hora de escoger zapatos y bolsos
Como Sabemos qué importancia tiene verse y sentirse bien a la hora de vestir; le ofrecemos una gran gama de modelos, diseños y colores de calzados para damas caballeros y niños que le harán lucir de en sueños en cada ocasión siempre hermosa y segura.

Disponible en todas las tallas y colores que se encuentran en la publicación...
ventas al mayor y al detal!!!!
Ofrecemos, Puntualidad, Responsabilidad y Atención ……..


NOTA: Pregunte antes de darle click en comprar, le responderemos todas sus inquietudes lo mas rápido posible.

¡¡QUE ESTAS ESPERANDO!!
Envío a toda Colombia, disfruta de esta agradable y confiable experiencia calzado de buena calidad no te vas arrepentir…
Producto Nacional de excelente calidad
VARIEDAD DE COLORES DISPONIBLES
DESDE LA TALLA 35 HASTA LA 40


Al ofertar escoge el color que allí sale...al realizar el pago te llegan mis datos y haces tú pedido directamente!!

==ENVÍO GRATIS SI SU COMPRA ES IGUAL O MAYOR A 70.000 $$ ====ENVÍO GRATIS==

INFORMACION IMPORTANTE:
1*El color que aparece al momento de comprar es único y por lo general ya que nos da como opción escoger el color primario a la hora de hacer la publicación el color lo confirmamos por mensajes
2* El tiempo de entrega siempre es de tres días hábiles luego de entregar el paquete en la oficina de envío (Servientrega)."
587,Botas Pantaneras Cortas- Mujer T-36.incluye Envio A Colombia,450.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
36
37
38
39","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(9 disponibles),Hay stock disponible,,"75
ventas en los últimos 5 años.","75
ventas en los últimos 5 años.",,"75
ventas en los últimos 5 años.","75
ventas en los últimos 5 años.",,,¿Qué quieres saber?,"Medellín, Antioquia",,"Marca
JOULES
Modelo
Molly Welly",Género Mujer,"BOTAS PANTANERAS CORTAS PARA MUJER
By JOULES

100% caucho
Importado
Suela de goma
El talón mide aproximadamente 1 pulgada ""
Media altura, goma resistente y detalle de hebilla lateral
El agarre mejorado de la banda de rodadura, la suela de goma y el eje miden aproximadamente 10 ""del arco
El talón mide aproximadamente 1 "", la plataforma mide aproximadamente 0.5""
La abertura de arranque mide aproximadamente 14.25 ""alrededor

Las botas pueden tener una película de cera blanca que puede aparecer en la superficie de las botas de goma y que se puede limpiar con un paño húmedo. Este efecto de ""florecimiento"" no es un defecto. La floración se produce cuando las botas están expuestas a temperaturas o temperaturas extrema.

METODO DE PAGO
Mercado Pago


ENVIO INCLUIDO DESDE USA A CUALQUIER CIUDAD DE COLOMBIA
Entrega Envia/Servientrega o Coordinadora en mas menso 10 dias habiles"
